STATISTIC,Month,Taxation.Class,value
Vehicles Licensed for the First Time,1998 December,New Private Cars,3447
Vehicles Licensed for the First Time,1998 December,New Goods Vehicles,1047
Vehicles Licensed for the First Time,1998 December,New Tractors,110
Vehicles Licensed for the First Time,1998 December,New Motor Cycles,203
Vehicles Licensed for the First Time,1998 December,New Exempt Vehicles,167
Vehicles Licensed for the First Time,1998 December,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",113
Vehicles Licensed for the First Time,1998 December,Secondhand Vehicles,4664
Vehicles Licensed for the First Time,1998 December,Secondhand Private Cars,3486
Vehicles Licensed for the First Time,1998 December,Secondhand Goods Vehicles,569
Vehicles Licensed for the First Time,1998 December,Secondhand Tractors,231
Vehicles Licensed for the First Time,1998 December,Secondhand Other Vehicles,218
Vehicles Licensed for the First Time,1998 December,Secondhand Motor Cycles,160
Vehicles Licensed for the First Time,1999 January,All Vehicles,20132
Vehicles Licensed for the First Time,1999 January,New Vehicles,16434
Vehicles Licensed for the First Time,1999 January,New Private Cars,13578
Vehicles Licensed for the First Time,1999 January,New Goods Vehicles,1980
Vehicles Licensed for the First Time,1999 January,New Tractors,208
Vehicles Licensed for the First Time,1999 January,New Motor Cycles,267
Vehicles Licensed for the First Time,1999 January,New Exempt Vehicles,203
Vehicles Licensed for the First Time,1999 January,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",198
Vehicles Licensed for the First Time,1999 January,Secondhand Vehicles,3698
Vehicles Licensed for the First Time,1999 January,Secondhand Private Cars,2680
Vehicles Licensed for the First Time,1999 January,Secondhand Goods Vehicles,522
Vehicles Licensed for the First Time,1999 January,Secondhand Tractors,212
Vehicles Licensed for the First Time,1999 January,Secondhand Other Vehicles,164
Vehicles Licensed for the First Time,1999 January,Secondhand Motor Cycles,120
Vehicles Licensed for the First Time,1999 February,All Vehicles,28203
Vehicles Licensed for the First Time,1999 February,New Vehicles,23729
Vehicles Licensed for the First Time,1999 February,New Private Cars,19470
Vehicles Licensed for the First Time,1999 February,New Goods Vehicles,3187
Vehicles Licensed for the First Time,1999 February,New Tractors,267
Vehicles Licensed for the First Time,1999 February,New Motor Cycles,321
Vehicles Licensed for the First Time,1999 February,New Exempt Vehicles,228
Vehicles Licensed for the First Time,1999 February,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",256
Vehicles Licensed for the First Time,1999 February,Secondhand Vehicles,4474
Vehicles Licensed for the First Time,1999 February,Secondhand Private Cars,3170
Vehicles Licensed for the First Time,1999 February,Secondhand Goods Vehicles,625
Vehicles Licensed for the First Time,1999 February,Secondhand Tractors,303
Vehicles Licensed for the First Time,1999 February,Secondhand Other Vehicles,212
Vehicles Licensed for the First Time,1999 February,Secondhand Motor Cycles,164
Vehicles Licensed for the First Time,1999 March,All Vehicles,32853
Vehicles Licensed for the First Time,1999 March,New Vehicles,27844
Vehicles Licensed for the First Time,1999 March,New Private Cars,23411
Vehicles Licensed for the First Time,1999 March,New Goods Vehicles,3299
Vehicles Licensed for the First Time,1999 March,New Tractors,245
Vehicles Licensed for the First Time,1999 March,New Motor Cycles,412
Vehicles Licensed for the First Time,1999 March,New Exempt Vehicles,222
Vehicles Licensed for the First Time,1999 March,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",255
Vehicles Licensed for the First Time,1999 March,Secondhand Vehicles,5009
Vehicles Licensed for the First Time,1999 March,Secondhand Private Cars,3487
Vehicles Licensed for the First Time,1999 March,Secondhand Goods Vehicles,759
Vehicles Licensed for the First Time,1999 March,Secondhand Tractors,277
Vehicles Licensed for the First Time,1999 March,Secondhand Other Vehicles,256
Vehicles Licensed for the First Time,1999 March,Secondhand Motor Cycles,230
Vehicles Licensed for the First Time,1999 April,All Vehicles,27311
Vehicles Licensed for the First Time,1999 April,New Vehicles,22375
Vehicles Licensed for the First Time,1999 April,New Private Cars,18190
Vehicles Licensed for the First Time,1999 April,New Goods Vehicles,2998
Vehicles Licensed for the First Time,1999 April,New Tractors,312
Vehicles Licensed for the First Time,1999 April,New Motor Cycles,373
Vehicles Licensed for the First Time,1999 April,New Exempt Vehicles,241
Vehicles Licensed for the First Time,1999 April,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",261
Vehicles Licensed for the First Time,1999 April,Secondhand Vehicles,4936
Vehicles Licensed for the First Time,1999 April,Secondhand Private Cars,3297
Vehicles Licensed for the First Time,1999 April,Secondhand Goods Vehicles,880
Vehicles Licensed for the First Time,1999 April,Secondhand Tractors,271
Vehicles Licensed for the First Time,1999 April,Secondhand Other Vehicles,255
Vehicles Licensed for the First Time,1999 April,Secondhand Motor Cycles,233
Vehicles Licensed for the First Time,1999 May,All Vehicles,27662
Vehicles Licensed for the First Time,1999 May,New Vehicles,22874
Vehicles Licensed for the First Time,1999 May,New Private Cars,18979
Vehicles Licensed for the First Time,1999 May,New Goods Vehicles,2718
Vehicles Licensed for the First Time,1999 May,New Tractors,221
Vehicles Licensed for the First Time,1999 May,New Motor Cycles,409
Vehicles Licensed for the First Time,1999 May,New Exempt Vehicles,280
Vehicles Licensed for the First Time,1999 May,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",267
Vehicles Licensed for the First Time,1999 May,Secondhand Vehicles,4788
Vehicles Licensed for the First Time,1999 May,Secondhand Private Cars,3066
Vehicles Licensed for the First Time,1999 May,Secondhand Goods Vehicles,908
Vehicles Licensed for the First Time,1999 May,Secondhand Tractors,297
Vehicles Licensed for the First Time,1999 May,Secondhand Other Vehicles,246
Vehicles Licensed for the First Time,1999 May,Secondhand Motor Cycles,271
Vehicles Licensed for the First Time,1999 June,All Vehicles,26056
Vehicles Licensed for the First Time,1999 June,New Vehicles,21326
Vehicles Licensed for the First Time,1999 June,New Private Cars,17296
Vehicles Licensed for the First Time,1999 June,New Goods Vehicles,2843
Vehicles Licensed for the First Time,1999 June,New Tractors,242
Vehicles Licensed for the First Time,1999 June,New Motor Cycles,409
Vehicles Licensed for the First Time,1999 June,New Exempt Vehicles,309
Vehicles Licensed for the First Time,1999 June,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",227
Vehicles Licensed for the First Time,1999 June,Secondhand Vehicles,4730
Vehicles Licensed for the First Time,1999 June,Secondhand Private Cars,3083
Vehicles Licensed for the First Time,1999 June,Secondhand Goods Vehicles,786
Vehicles Licensed for the First Time,1999 June,Secondhand Tractors,345
Vehicles Licensed for the First Time,1999 June,Secondhand Other Vehicles,245
Vehicles Licensed for the First Time,1999 June,Secondhand Motor Cycles,271
Vehicles Licensed for the First Time,1999 July,All Vehicles,26129
Vehicles Licensed for the First Time,1999 July,New Vehicles,20901
Vehicles Licensed for the First Time,1999 July,New Private Cars,16588
Vehicles Licensed for the First Time,1999 July,New Goods Vehicles,2944
Vehicles Licensed for the First Time,1999 July,New Tractors,249
Vehicles Licensed for the First Time,1999 July,New Motor Cycles,548
Vehicles Licensed for the First Time,1999 July,New Exempt Vehicles,303
Vehicles Licensed for the First Time,1999 July,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",269
Vehicles Licensed for the First Time,1999 July,Secondhand Vehicles,5228
Vehicles Licensed for the First Time,1999 July,Secondhand Private Cars,3441
Vehicles Licensed for the First Time,1999 July,Secondhand Goods Vehicles,879
Vehicles Licensed for the First Time,1999 July,Secondhand Tractors,298
Vehicles Licensed for the First Time,1999 July,Secondhand Other Vehicles,272
Vehicles Licensed for the First Time,1999 July,Secondhand Motor Cycles,338
Vehicles Licensed for the First Time,1999 August,All Vehicles,21380
Vehicles Licensed for the First Time,1999 August,New Vehicles,16412
Vehicles Licensed for the First Time,1999 August,New Private Cars,12561
Vehicles Licensed for the First Time,1999 August,New Goods Vehicles,2516
Vehicles Licensed for the First Time,1999 August,New Tractors,295
Vehicles Licensed for the First Time,1999 August,New Motor Cycles,540
Vehicles Licensed for the First Time,1999 August,New Exempt Vehicles,232
Vehicles Licensed for the First Time,1999 August,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",268
Vehicles Licensed for the First Time,1999 August,Secondhand Vehicles,4968
Vehicles Licensed for the First Time,1999 August,Secondhand Private Cars,3129
Vehicles Licensed for the First Time,1999 August,Secondhand Goods Vehicles,930
Vehicles Licensed for the First Time,1999 August,Secondhand Tractors,336
Vehicles Licensed for the First Time,1999 August,Secondhand Other Vehicles,250
Vehicles Licensed for the First Time,1999 August,Secondhand Motor Cycles,323
Vehicles Licensed for the First Time,1999 September,All Vehicles,18518
Vehicles Licensed for the First Time,1999 September,New Vehicles,13828
Vehicles Licensed for the First Time,1999 September,New Private Cars,10405
Vehicles Licensed for the First Time,1999 September,New Goods Vehicles,2243
Vehicles Licensed for the First Time,1999 September,New Tractors,230
Vehicles Licensed for the First Time,1999 September,New Motor Cycles,482
Vehicles Licensed for the First Time,1999 September,New Exempt Vehicles,229
Vehicles Licensed for the First Time,1999 September,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",239
Vehicles Licensed for the First Time,1999 September,Secondhand Vehicles,4690
Vehicles Licensed for the First Time,1999 September,Secondhand Private Cars,3095
Vehicles Licensed for the First Time,1999 September,Secondhand Goods Vehicles,865
Vehicles Licensed for the First Time,1999 September,Secondhand Tractors,267
Vehicles Licensed for the First Time,1999 September,Secondhand Other Vehicles,212
Vehicles Licensed for the First Time,1999 September,Secondhand Motor Cycles,251
Vehicles Licensed for the First Time,1999 October,All Vehicles,15842
Vehicles Licensed for the First Time,1999 October,New Vehicles,11559
Vehicles Licensed for the First Time,1999 October,New Private Cars,8537
Vehicles Licensed for the First Time,1999 October,New Goods Vehicles,1947
Vehicles Licensed for the First Time,1999 October,New Tractors,185
Vehicles Licensed for the First Time,1999 October,New Motor Cycles,482
Vehicles Licensed for the First Time,1999 October,New Exempt Vehicles,139
Vehicles Licensed for the First Time,1999 October,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",269
Vehicles Licensed for the First Time,1999 October,Secondhand Vehicles,4283
Vehicles Licensed for the First Time,1999 October,Secondhand Private Cars,2844
Vehicles Licensed for the First Time,1999 October,Secondhand Goods Vehicles,751
Vehicles Licensed for the First Time,1999 October,Secondhand Tractors,261
Vehicles Licensed for the First Time,1999 October,Secondhand Other Vehicles,220
Vehicles Licensed for the First Time,1999 October,Secondhand Motor Cycles,207
Vehicles Licensed for the First Time,1999 November,All Vehicles,14913
Vehicles Licensed for the First Time,1999 November,New Vehicles,10413
Vehicles Licensed for the First Time,1999 November,New Private Cars,7304
Vehicles Licensed for the First Time,1999 November,New Goods Vehicles,2102
Vehicles Licensed for the First Time,1999 November,New Tractors,190
Vehicles Licensed for the First Time,1999 November,New Motor Cycles,450
Vehicles Licensed for the First Time,1999 November,New Exempt Vehicles,180
Vehicles Licensed for the First Time,1999 November,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",187
Vehicles Licensed for the First Time,1999 November,Secondhand Vehicles,4500
Vehicles Licensed for the First Time,1999 November,Secondhand Private Cars,3006
Vehicles Licensed for the First Time,1999 November,Secondhand Goods Vehicles,769
Vehicles Licensed for the First Time,1999 November,Secondhand Tractors,274
Vehicles Licensed for the First Time,1999 November,Secondhand Other Vehicles,256
Vehicles Licensed for the First Time,1999 November,Secondhand Motor Cycles,195
Vehicles Licensed for the First Time,1999 December,All Vehicles,9620
Vehicles Licensed for the First Time,1999 December,New Vehicles,5904
